# y,vx
3.750000000000000000e-01,0.000000000000000000e+00
1.125000000000000000e+00,4.625289299989637115e+00
1.875000000000000000e+00,3.923511720724387697e+00
2.625000000000000000e+00,2.183531380211596318e+00
3.375000000000000000e+00,1.326384965664784810e+00
4.125000000000000000e+00,1.102203299475708054e+00
4.875000000000000000e+00,6.310995973654490721e-01
5.625000000000000000e+00,4.249874017992189557e-01
6.375000000000000000e+00,5.962794651523493084e-01
7.125000000000000000e+00,-7.152777717464905982e-02
7.875000000000000000e+00,-4.035778832878533784e-02
8.625000000000000000e+00,-1.457199545504097790e-02
9.375000000000000000e+00,-3.784626661995056374e-01
1.012500000000000000e+01,-6.889502548412751448e-01
1.087500000000000000e+01,-1.230605279839498634e+00
1.162500000000000000e+01,-1.660163897247390663e+00
1.237500000000000000e+01,-2.037209538906739947e+00
1.312500000000000000e+01,-3.102186764520123763e+00
1.387500000000000000e+01,-4.390482244623706620e+00
1.462500000000000000e+01,-4.502886405227378930e+00
